sim_num,N,sim_type,model_type,mse,coverage,ci_length,auc_roc,auc_pr,ppv,rand
28,500,probit,lasso_glm_1se,0.20665646492947845,NA,NA,0.9693768182514163,0.98167957938227,0.8888888888888888,0.6987755102040816
28,500,probit,lasso_glm_min,0.2011827480956932,NA,NA,0.9600707735755968,0.9757790528502007,0.9006211180124224,0.4971428571428571
28,500,probit,ridge_glm_1se,0.06674910267844304,NA,NA,0.9562088500995254,0.973271895953325,0.8895705521472392,0.6734693877551021
28,500,probit,ridge_glm_min,0.20232325991908795,NA,NA,0.9486721448136239,0.968443134779574,0.875,0.6734693877551021
27,500,probit,lasso_glm_1se,0.11041058772532722,NA,NA,0.9531413654747901,0.9607655733696703,0.8631578947368421,0.8497959183673469
27,500,probit,lasso_glm_min,0.108659777941757,NA,NA,0.9502892408836752,0.9582223734471091,0.8754448398576512,0.6987755102040816
27,500,probit,ridge_glm_1se,0.019672562741574327,NA,NA,0.9401859520778614,0.948820494544378,0.822742474916388,0.6734693877551021
27,500,probit,ridge_glm_min,0.10999679894708783,NA,NA,0.9376399877535894,0.9472859257992896,0.8566176470588235,0.6734693877551021
26,500,probit,lasso_glm_1se,0.21824478491552632,NA,NA,0.9608045977011495,0.9476787169843142,0.7909836065573771,0.5191836734693878
26,500,probit,lasso_glm_min,0.21269860112173639,NA,NA,0.9598522167487685,0.9470239444792331,0.8625592417061612,0.49306122448979595
26,500,probit,ridge_glm_1se,0.07059760714916519,NA,NA,0.930344827586207,0.9154018817658761,0.8518518518518519,0.6734693877551021
26,500,probit,ridge_glm_min,0.21644802009209468,NA,NA,0.9436617405582923,0.9276763029734532,0.8542713567839196,0.6734693877551021
25,500,probit,lasso_glm_1se,0.13507173615176546,NA,NA,0.9389542748917749,0.9576509326660427,0.9055374592833876,0.6987755102040816
25,500,probit,lasso_glm_min,0.13277116577900197,NA,NA,0.938971185064935,0.9573303232157832,0.9049180327868852,0.5420408163265307
25,500,probit,ridge_glm_1se,0.021574111899604745,NA,NA,0.9295353084415584,0.9518405675412632,0.8738170347003155,0.6734693877551021
25,500,probit,ridge_glm_min,0.13320115185098427,NA,NA,0.9275060876623377,0.9502122633901962,0.8738170347003155,0.6734693877551021
24,500,probit,lasso_glm_1se,0.17130880510776858,NA,NA,0.9691540653079115,0.985507126252749,0.9606557377049181,0.8848979591836734
24,500,probit,lasso_glm_min,0.1677353000450938,NA,NA,0.9686244429834173,0.9851877437391038,0.966996699669967,0.649795918367347
24,500,probit,ridge_glm_1se,0.040678238953309326,NA,NA,0.9592921323690554,0.9805785816351005,0.9485530546623794,0.6734693877551021
24,500,probit,ridge_glm_min,0.16806035345524284,NA,NA,0.954653371320038,0.9782836427559571,0.9093567251461988,0.6734693877551021
23,500,probit,lasso_glm_1se,0.16036518060098295,NA,NA,0.9566833333333333,0.9420150788000984,0.8390243902439024,0.7542857142857142
23,500,probit,lasso_glm_min,0.1533768484207691,NA,NA,0.9658333333333333,0.9530254151084288,0.8411214953271028,0.649795918367347
23,500,probit,ridge_glm_1se,0.04337261659723748,NA,NA,0.9604166666666667,0.9455690829415426,0.8756476683937824,0.6734693877551021
23,500,probit,ridge_glm_min,0.1538823702683134,NA,NA,0.9646666666666667,0.9514128020358907,0.8656716417910447,0.6734693877551021
22,500,probit,lasso_glm_1se,0.07779701533951515,NA,NA,0.9158597539607887,0.8314530978053517,0.7241379310344828,0.8163265306122449
22,500,probit,lasso_glm_min,0.07310114509983187,NA,NA,0.9219092937899999,0.8486320404989897,0.7610062893081762,0.6277551020408163
22,500,probit,ridge_glm_1se,0.014890227847257069,NA,NA,0.9091277965288921,0.8248913145478396,0.7801418439716312,0.6734693877551021
22,500,probit,ridge_glm_min,0.07420686317416218,NA,NA,0.9101422010734245,0.831101849987818,0.7192982456140351,0.6734693877551021
21,500,probit,lasso_glm_1se,0.13601144000714716,NA,NA,0.9311188979023665,0.9358849174848791,0.8244274809160306,0.8497959183673469
21,500,probit,lasso_glm_min,0.12982234191770345,NA,NA,0.9305748891982272,0.9341710681605516,0.823076923076923,0.6073469387755102
21,500,probit,ridge_glm_1se,0.017700185267248807,NA,NA,0.9291828669258708,0.9322792589399708,0.7722772277227723,0.6734693877551021
21,500,probit,ridge_glm_min,0.1273165493069325,NA,NA,0.9220947535160563,0.9274666656637461,0.7804878048780488,0.6734693877551021
20,500,probit,lasso_glm_1se,0.2340212562010002,NA,NA,0.9543970814132104,0.9559893066835021,0.849624060150376,0.8848979591836734
20,500,probit,lasso_glm_min,0.22444711027100467,NA,NA,0.9567332309267793,0.9568671216815131,0.8725099601593626,0.5028571428571429
20,500,probit,ridge_glm_1se,0.07064222882033344,NA,NA,0.9470526113671275,0.9478409182541697,0.8515625,0.6734693877551021
20,500,probit,ridge_glm_min,0.22582689147029814,NA,NA,0.948044674859191,0.9480574762776388,0.8517110266159695,0.6734693877551021
2,500,probit,lasso_glm_1se,0.028427291632931527,NA,NA,0.9018617218150863,0.8046690374823673,0.5686274509803921,0.7844897959183673
2,500,probit,lasso_glm_min,0.027259795389946502,NA,NA,0.901306536383152,0.8029035917486307,0.6666666666666666,0.6073469387755102
2,500,probit,ridge_glm_1se,0.007178348260027865,NA,NA,0.8731771411651491,0.7657390663551835,0.6830601092896175,0.6734693877551021
2,500,probit,ridge_glm_min,0.026136269735731556,NA,NA,0.8717521652231845,0.7656539739138087,0.6479591836734694,0.6734693877551021
19,500,probit,lasso_glm_1se,0.2239853082067796,NA,NA,0.9360945608302902,0.9434370722190369,0.895397489539749,0.7844897959183673
19,500,probit,lasso_glm_min,0.2150815425096471,NA,NA,0.9407553334614646,0.9473135601636826,0.8351648351648352,0.5885714285714285
19,500,probit,ridge_glm_1se,0.05652564665113647,NA,NA,0.9318982638221539,0.9405161177481282,0.8699186991869918,0.6734693877551021
19,500,probit,ridge_glm_min,0.21518969779380662,NA,NA,0.9287430328656544,0.9373601423682736,0.8079710144927537,0.6734693877551021
18,500,probit,lasso_glm_1se,0.14627418117096574,NA,NA,0.9453885288467628,0.8717699878457164,0.7114093959731543,0.5714285714285714
18,500,probit,lasso_glm_min,0.14233446323581037,NA,NA,0.9350657575309789,0.8551984710449162,0.7669172932330827,0.4971428571428571
18,500,probit,ridge_glm_1se,0.02825915118938027,NA,NA,0.9113381604779296,0.8031111196234639,0.7410714285714286,0.6734693877551021
18,500,probit,ridge_glm_min,0.14304175194345975,NA,NA,0.9108315213949463,0.8090212375094561,0.7175572519083969,0.6734693877551021
17,500,probit,lasso_glm_1se,0.16632162979222925,NA,NA,0.970816,0.9163813238275482,0.8584070796460177,0.8163265306122449
17,500,probit,lasso_glm_min,0.16110604344358467,NA,NA,0.9653546666666667,0.8969439405484627,0.8189655172413793,0.5028571428571429
17,500,probit,ridge_glm_1se,0.03451816107458752,NA,NA,0.9587413333333333,0.884627192072398,0.8482142857142857,0.6734693877551021
17,500,probit,ridge_glm_min,0.16354670642046032,NA,NA,0.9520853333333333,0.8623329946595023,0.8189655172413793,0.6734693877551021
16,500,probit,lasso_glm_1se,0.16809263685102685,NA,NA,0.9376382370394346,0.9676309585798305,0.9074074074074074,0.8163265306122449
16,500,probit,lasso_glm_min,0.1601482379390485,NA,NA,0.9479599359838881,0.9735558865761581,0.8991097922848664,0.529795918367347
16,500,probit,ridge_glm_1se,0.026948083387526304,NA,NA,0.9388430346514178,0.9683194009523508,0.9145569620253164,0.6734693877551021
16,500,probit,ridge_glm_min,0.15753670927746236,NA,NA,0.9408929887971804,0.9699635784610108,0.8939393939393939,0.6734693877551021
15,500,probit,lasso_glm_1se,0.17153973360780028,NA,NA,0.97736322201325,0.9656305091063145,0.8418604651162791,0.8848979591836734
15,500,probit,lasso_glm_min,0.1673722803559674,NA,NA,0.9805486368796489,0.9704274270600282,0.8894472361809045,0.6073469387755102
15,500,probit,ridge_glm_1se,0.03072524077196606,NA,NA,0.9808027923211169,0.9707205271703543,0.8855721393034826,0.6734693877551021
15,500,probit,ridge_glm_min,0.1697496419845805,NA,NA,0.9772615598366627,0.9654448711642843,0.9310344827586207,0.6734693877551021
14,500,probit,lasso_glm_1se,0.2166600488453447,NA,NA,0.9680309806209086,0.9747455459595415,0.8797250859106529,0.7542857142857142
14,500,probit,lasso_glm_min,0.21155350246475915,NA,NA,0.9613066303713785,0.9693347627481232,0.8682432432432432,0.49306122448979595
14,500,probit,ridge_glm_1se,0.05500029214617279,NA,NA,0.954112385767062,0.9638365944434393,0.8552188552188552,0.6734693877551021
14,500,probit,ridge_glm_min,0.21490207368014524,NA,NA,0.9462051980037591,0.957652049888719,0.8531468531468531,0.6734693877551021
13,500,probit,lasso_glm_1se,0.1331772567414803,NA,NA,0.9489329268292683,0.908747325276274,0.8116883116883117,0.7542857142857142
13,500,probit,lasso_glm_min,0.13119827056078628,NA,NA,0.950039924506388,0.9138692386650823,0.7647058823529411,0.5559183673469388
13,500,probit,ridge_glm_1se,0.050470153506178284,NA,NA,0.9368466898954704,0.8900950965218077,0.8461538461538461,0.6734693877551021
13,500,probit,ridge_glm_min,0.13334166812602213,NA,NA,0.9331445993031359,0.8837110085398552,0.8206896551724138,0.6734693877551021
12,500,probit,lasso_glm_1se,0.22155873837161313,NA,NA,0.9668449904233538,0.9775779329084564,0.926829268292683,0.96
12,500,probit,lasso_glm_min,0.2136833413730045,NA,NA,0.9684631134007001,0.9790382185097077,0.9477611940298507,0.6277551020408163
12,500,probit,ridge_glm_1se,0.05007933877487931,NA,NA,0.9500693481276006,0.9657226052988387,0.9071428571428571,0.6734693877551021
12,500,probit,ridge_glm_min,0.2132456665367799,NA,NA,0.9547751139290668,0.9690976069854723,0.9261992619926199,0.6734693877551021
11,500,probit,lasso_glm_1se,0.09034552422722292,NA,NA,0.9452322900598763,0.9272662446061667,0.8383838383838383,0.7844897959183673
11,500,probit,lasso_glm_min,0.086489106436738,NA,NA,0.9435073228176677,0.9236057613449264,0.8215962441314554,0.6987755102040816
11,500,probit,ridge_glm_1se,0.013842997968603214,NA,NA,0.9278831002968934,0.9012518159662907,0.8368421052631579,0.6734693877551021
11,500,probit,ridge_glm_min,0.08734061181975308,NA,NA,0.9247980627290973,0.8966912078826468,0.7899543378995434,0.6734693877551021
10,500,probit,lasso_glm_1se,0.06996350472773774,NA,NA,0.9235678739595189,0.8031555939498971,0.6590909090909091,0.7844897959183673
10,500,probit,lasso_glm_min,0.06625291499889187,NA,NA,0.9252638860993952,0.8114875824502764,0.68,0.6277551020408163
10,500,probit,ridge_glm_1se,0.01680503943267738,NA,NA,0.9101783044341791,0.7674076197044774,0.644927536231884,0.6734693877551021
10,500,probit,ridge_glm_min,0.066793215737539,NA,NA,0.9156233960411506,0.7928570783458037,0.6791044776119403,0.6734693877551021
1,500,probit,lasso_glm_1se,0.1965157408512604,NA,NA,0.9442836328314715,0.8867353659015036,0.7167630057803468,0.7542857142857142
1,500,probit,lasso_glm_min,0.18722358408427783,NA,NA,0.9465760077707625,0.8974852913437362,0.7235294117647059,0.5102040816326531
1,500,probit,ridge_glm_1se,0.041492512977494386,NA,NA,0.9396017484215639,0.8781709517843194,0.7175141242937854,0.6734693877551021
1,500,probit,ridge_glm_min,0.1879773897718634,NA,NA,0.9367654201068479,0.879523765536984,0.7151162790697675,0.6734693877551021
9,500,logit,lasso_glm_1se,0.16640595124426708,NA,NA,0.9144230769230769,0.9181719883639139,0.7931034482758621,0.8848979591836734
9,500,logit,lasso_glm_min,0.15697634975809957,NA,NA,0.9224198717948718,0.9241502516343248,0.7777777777777778,0.5420408163265307
9,500,logit,ridge_glm_1se,0.06446772068873254,NA,NA,0.9152403846153846,0.91708089403385,0.7620578778135049,0.6734693877551021
9,500,logit,ridge_glm_min,0.15715070577167534,NA,NA,0.9177564102564103,0.9188577394404188,0.8027681660899654,0.6734693877551021
8,500,logit,lasso_glm_1se,0.3926391262479468,NA,NA,0.9409679902495349,0.9459698684852924,0.8513011152416357,0.9216326530612244
8,500,logit,lasso_glm_min,0.3833167151289415,NA,NA,0.9495637949836423,0.9534384703726883,0.8597785977859779,0.7844897959183673
8,500,logit,ridge_glm_1se,0.15037464956915841,NA,NA,0.9380813394059914,0.9417685743545373,0.8528301886792453,0.6734693877551021
